
input frame records: 59990
embedding missing files:  0
total matches:  190
         1782792 function calls (1754950 primitive calls) in 6.108 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 typeinfer.py:743(SetItemRefinement)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 __init__.py:287(device_of)
        1    0.000    0.000    0.000    0.000 builtins.py:793(NumberClassAttribute)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:117(FunctionPass)
        1    0.000    0.000    0.000    0.000 bytecode.py:173(ByteCodeIter)
        1    0.000    0.000    0.000    0.000 callconv.py:288(_MinimalCallHelper)
        1    0.000    0.000    0.000    0.000 dataframes.py:232(CaptureGetAttr)
        1    0.000    0.000    0.000    0.000 caching.py:723(LibraryCache)
        1    0.000    0.000    0.000    0.000 _recursive.py:116(SourceContext)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:238(WithLifting)
        1    0.000    0.000    0.000    0.000 pooling.py:876(LPPool1d)
        1    0.000    0.000    0.000    0.000 pickletools.py:174(ArgumentDescriptor)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 utils.py:8(IterableWrapperIterDataPipe)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
        2    0.000    0.000    0.000    0.000 :0(setdlopenflags)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 typeinfer.py:769(SetItemConstraint)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 typed_passes.py:212(NopythonRewrites)
        1    0.000    0.000    0.000    0.000 types.py:518(gep)
        1    0.000    0.000    0.000    0.000 request.py:1381(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 templates.py:904(_TemplateTargetHelperMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1475(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 templates.py:1091(_OverloadMethodTemplate)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1747(NullDebug)
        1    0.000    0.000    0.000    0.000 parfor.py:1414(PreParforPass)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:129(LoweringPass)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 server_process_global_profiler.py:14(_server_process_global_profile)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 function.py:43(CompatValidator)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:91(FixupArgs)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 constraints.py:481(_Symmetric)
        1    0.000    0.000    0.000    0.000 indexing.py:134(IndexingMixin)
        1    0.000    0.000    0.000    0.000 compiler.py:362(StateDict)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 request.py:603(BaseHandler)
        1    0.000    0.000    0.000    0.000 constraints.py:409(_Multinomial)
        1    0.000    0.000    0.000    0.000 c_ast.py:513(Enum)
        1    0.000    0.000    0.000    0.000 wrappers.py:731(_ArrayAsScalarArgLoader)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1346(OneCycleLR)
        1    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
        1    0.000    0.000    0.000    0.000 pytables.py:4691(GenericTable)
        1    0.000    0.000    0.000    0.000 codegen.py:973(JITCodeLibrary)
        1    0.000    0.000    0.000    0.000 npyimpl.py:93(_ArrayIndexingHelper)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1792(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 inspect.py:778(_ClassFinder)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:217(GenericRewrites)
        1    0.000    0.000    0.000    0.000 typeinfer.py:210(ArgConstraint)
        1    0.000    0.000    0.000    0.000 c_ast.py:249(BinaryOp)
        1    0.000    0.000    0.000    0.000 typeinfer.py:35(NOTSET)
        3    0.000    0.000    0.000    0.000 instructions.py:146(<listcomp>)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        2    0.000    0.000    0.000    0.000 instructions.py:658(<listcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:409(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:133(RewriteSemanticConstants)
        1    0.000    0.000    0.000    0.000 static_binop.py:5(DetectStaticBinops)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:508(AddressList)
        1    0.000    0.000    0.000    0.000 scalars.py:135(Complex)
        1    0.000    0.000    0.000    0.000 argparse.py:1618(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 iterators.py:34(Generator)
        1    0.000    0.000    0.000    0.000 typeinfer.py:698(IntrinsicCallConstraint)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:111(OneHotCategoricalStraightThrough)
        1    0.000    0.000    0.000    0.000 listdecl.py:148(MulList)
        1    0.000    0.000    0.000    0.000 function.py:231(_HookMixin)
        1    0.000    0.000    0.000    0.000 expressions.py:479(RawNode)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 value.py:46(TypeRef)
        1    0.000    0.000    0.000    0.000 constraints.py:232(_OneHot)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        1    0.000    0.000    0.000    0.000 c_ast.py:285(Case)
        1    0.000    0.000    0.000    0.000 base.py:1207(_wrap_missing_loc)
        1    0.000    0.000    0.000    0.000 readers.py:2230(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 datapipe.py:347(_MapDataPipeSerializationWrapper)
        1    0.000    0.000    0.000    0.000 pytables.py:4265(WORMTable)
        1    0.000    0.000    0.000    0.000 typeinfer.py:278(BuildListConstraint)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:542(PrintIRCFG)
        1    0.000    0.000    0.000    0.000 _utils.py:429(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 c_ast.py:791(Label)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 _trace.py:1109(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 function_type.py:97(UndefinedFunctionType)
        2    0.000    0.000    0.000    0.000 npdatetime.py:737(_gen_datetime_min_impl)
        1    0.000    0.000    0.000    0.000 transforms.py:664(AbsTransform)
        1    0.000    0.000    0.000    0.000 ssa.py:259(_FreshVarHandler)
        1    0.000    0.000    0.000    0.000 dropout.py:24(Dropout)
        1    0.000    0.000    0.000    0.000 ops.py:361(BinOp)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 dataframes.py:122(CaptureVariable)
        1    0.000    0.000    0.000    0.000 cgutils.py:254(Structure)
        1    0.000    0.000    0.000    0.000 sql.py:1256(PandasSQL)
        1    0.000    0.000    0.000    0.000 threading.py:517(Event)
        1    0.000    0.000    0.000    0.000 c_ast.py:531(Enumerator)
        1    0.000    0.000    0.000    0.000 base_parser.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 byteflow.py:1471(AdaptDFA)
        1    0.000    0.000    0.000    0.000 model.py:310(length_is_unknown)
        1    0.000    0.000    0.000    0.000 utils.py:665(_RedirectSubpackage)
        1    0.000    0.000    0.000    0.000 c_ast.py:271(Break)
        1    0.000    0.000    0.000    0.000 _misc.py:558(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:708(RecursiveCall)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        3    0.000    0.000    0.000    0.000 core.py:860(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:340(_IterDataPipeMeta)
        1    0.000    0.000    0.000    0.000 info.py:838(DataFrameTableBuilderNonVerbose)
        2    0.000    0.000    0.000    0.000 generic.py:137(pin_allowlisted_properties)
        1    0.000    0.000    0.000    0.000 c_ast.py:499(EmptyStatement)
        1    0.000    0.000    0.000    0.000 c_ast.py:549(EnumeratorList)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 typeinfer.py:488(TypedGetItemConstraint)
        1    0.000    0.000    0.000    0.000 parse.py:797(Quoter)
        1    0.000    0.000    0.000    0.000 :0(getpid)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1705(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 controlflow.py:37(Loop)
        1    0.000    0.000    0.000    0.000 yacc.py:217(YaccSymbol)
        1    0.000    0.000    0.000    0.000 extras.py:1465(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1115(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 config.py:83(RegisteredOption)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 c_ast.py:1052(UnaryOp)
        2    0.000    0.000    0.000    0.000 :0(toordinal)
        1    0.000    0.000    0.000    0.000 kl.py:79(_Match)
        1    0.000    0.000    0.000    0.000 conv_fused.py:392(ConvBn2d)
        1    0.000    0.000    0.000    0.000 interpreter.py:32(Assigner)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_BLAS)
        1    0.000    0.000    0.000    0.000 typeinfer.py:233(BuildTupleConstraint)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        1    0.000    0.000    0.000    0.000 c_ast.py:307(Cast)
        1    0.000    0.000    0.000    0.000 zipfile.py:1941(PyZipFile)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 ir.py:952(Const)
        2    0.000    0.000    0.000    0.000 misc.py:333(key)
        1    0.000    0.000    0.000    0.000 request.py:832(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 c_ast.py:849(PtrDecl)
        1    0.000    0.000    0.000    0.000 package_importer.py:649(_PackageResourceReader)
        1    0.000    0.000    0.000    0.000 targetconfig.py:85(_MetaTargetConfig)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 pickletools.py:948(StackObject)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:587(SequentialLR)
        1    0.000    0.000    0.000    0.000 _utils.py:570(_ClassPropertyDescriptor)
        2    0.000    0.000    0.000    0.000 sysconfig.py:184(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 pytables.py:1840(TableIterator)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 arraydecl.py:164(GetItemBuffer)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 tokens.py:69(BlockEntryToken)
        2    0.000    0.000    0.000    0.000 npdatetime.py:758(_gen_timedelta_max_impl)
        1    0.000    0.000    0.000    0.000 c_ast.py:603(For)
        1    0.000    0.000    0.000    0.000 static_raise.py:5(RewriteConstRaises)
        1    0.000    0.000    0.000    0.000 threading.py:393(Semaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:1743(RootLogger)
        1    0.000    0.000    0.000    0.000 function_type.py:181(CompileResultWAP)
        1    0.000    0.000    0.000    0.000 base.py:258(ConstructorTemplate)
        1    0.000    0.000    0.000    0.000 model.py:578(get_typecache)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 parfor.py:1609(ConvertInplaceBinop)
        1    0.000    0.000    0.000    0.000 c_ast.py:1070(Union)
        1    0.000    0.000    0.000    0.000 combining.py:66(ForkerIterDataPipe)
        1    0.000    0.000    0.000    0.000 necompiler.py:221(Register)
        1    0.000    0.000    0.000    0.000 compiler.py:353(_EarlyPipelineCompletion)
        1    0.000    0.000    0.000    0.000 ast.py:383(NodeVisitor)
        1    0.000    0.000    0.000    0.000 frontend.py:115(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 c_ast.py:485(EllipsisParam)
        1    0.000    0.000    0.000    0.000 _comparison.py:363(NonePair)
        1    0.000    0.000    0.000    0.000 dataclasses.py:203(InitVar)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1796(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 pooling.py:167(MaxPool3d)
        1    0.000    0.000    0.000    0.000 configparser.py:1195(ConfigParser)
        1    0.000    0.000    0.000    0.000 ir.py:728(StaticRaise)
        2    0.000    0.000    0.000    0.000 :0(__enter__)
        1    0.000    0.000    0.000    0.000 stata.py:2931(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 accessors.py:145(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 common.py:951(_BytesTarFile)
        1    0.000    0.000    0.000    0.000 std.py:34(TqdmTypeError)
        1    0.000    0.000    0.000    0.000 stencil.py:23(StencilFuncLowerer)
        1    0.000    0.000    0.000    0.000 constraints.py:493(_PositiveSemidefinite)
        1    0.000    0.000    0.000    0.000 types.py:493(__len__)
        1    0.000    0.000    0.000    0.000 importer.py:165(_SysImporter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2151(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 c_ast.py:384(Continue)
        1    0.000    0.000    0.000    0.000 errors.py:606(LoweringError)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:123(AnalysisPass)
        1    0.000    0.000    0.000    0.000 event.py:258(TimingListener)
        1    0.000    0.000    0.000    0.000 pickletools.py:1093(OpcodeInfo)
        1    0.000    0.000    0.000    0.000 format.py:2019(EngFormatter)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
